Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"76245-1","Marvel Super Heroes","Mechs",2023,"Ghost Rider Mech & Bike",1,264,29.99,34.99,44.99,34.99,5702017419657,673419376600,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,25.9700,18.2900,"01/01/2023","31/12/2024"
"76247-1","Marvel Super Heroes","Avengers: Infinity War",2023,"The Hulkbuster: The Battle of Wakanda",4,385,44.99,49.99,64.99,49.99,5702017419664,673419376617,26.2,28.2,5.9,,"",0,0,0,,0,0,,,,,,,,,33.7500,26.0000,"01/01/2023","31/12/2024"
"76248-1","Marvel Super Heroes","The Avengers",2023,"The Avengers Quinjet",5,795,89.99,99.99,129.99,99.99,5702017419671,673419376624,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,77.6100,55.0000,"01/01/2023","31/12/2024"
"76249-1","Marvel Super Heroes","Miscellaneous",2023,"Venomized Groot",,630,46.99,49.99,64.99,52.99,5702017419688,673419376631,19.1,35.4,7,,"",0,0,0,,0,0,,,,,,,,,44.5200,,"01/08/2023","31/12/2024"
"76250-1","Marvel Super Heroes","X-Men '97",2023,"Wolverine's Adamantium Claws",,596,64.99,69.99,89.99,74.99,5702017433837,673419379007,19.1,35.4,9.1,,"",0,0,0,,0,0,,,,,,,,,60.1600,,"01/08/2023","31/12/2025"
"76251-1","Marvel Super Heroes","Guardians of the Galaxy",2023,"Star-Lord's Helmet",,602,69.99,79.99,99.99,79.99,5702017433844,673419378994,19.1,35.4,9.1,,"",0,0,0,,0,0,,,,,,,,,66.3700,55.0000,"01/04/2023","31/12/2024"
"76252-1","DC Comics Super Heroes","Batman Returns",2023,"Batcave – Shadow Box",7,3981,344.99,399.99,519.99,399.99,5702017419695,673419376648,52.3,37.8,25.7,,"",0,0,0,,0,0,,,,,,,,,362.2800,325.0000,"05/06/2023","31/12/2024"
"76253-1","Marvel Super Heroes","Guardians of the Galaxy Vol. 3",2023,"Guardians of the Galaxy Headquarters",2,67,8.99,9.99,13.99,9.99,5702017419701,673419376655,14.1,12.2,4.6,,"",0,0,0,,0,0,,,,,,,,,8.6700,7.0000,"01/04/2023","31/12/2023"
"76254-1","Marvel Super Heroes","Guardians of the Galaxy Vol. 3",2023,"Baby Rocket's Ship",1,330,29.99,34.99,44.99,34.99,5702017419718,673419376662,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,23.3900,21.0600,"01/04/2023","31/12/2024"
"76255-1","Marvel Super Heroes","Guardians of the Galaxy Vol. 3",2023,"The New Guardians' Ship",5,1108,89.99,99.99,129.99,99.99,5702017419725,673419376679,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,66.8100,80.0000,"01/04/2023","31/12/2023"
"76256-1","Marvel Super Heroes","Ant-Man and the Wasp: Quantumania",2023,"Ant-Man Construction Figure",1,289,29.99,29.99,39.99,34.99,5702017433851,673419378970,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,26.8700,,"01/05/2023","31/12/2024"
"76257-1","Marvel Super Heroes","X-Men '97",2023,"Wolverine Construction Figure",,327,31.99,32.99,39.99,37.99,5702017419732,673419376686,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,23.9100,,"01/06/2023","31/12/2024"
"76258-1","Marvel Super Heroes","Avengers",2023,"Captain America Construction Figure",,310,31.99,32.99,39.99,37.99,5702017419749,673419376693,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,24.2800,,"01/06/2023","31/12/2024"
"76259-1","DC Comics Super Heroes","Batman Returns",2023,"Batman Construction Figure",,275,31.99,32.99,39.99,37.99,5702017419756,673419376709,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,23.2900,,"01/06/2023","31/12/2024"
"76260-1","Marvel Super Heroes","Avengers: Age of Ultron",2023,"Black Widow & Captain America Motorcycles",2,130,12.99,15.99,19.99,15.99,5702017419763,673419376716,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,14.3100,,"01/06/2023","31/12/2024"
"76261-1","Marvel Super Heroes","Spider-Man: No Way Home",2023,"Spider-Man Final Battle",9,900,94.99,109.99,139.99,104.99,5702017419770,673419376723,37.8,35.4,7.1,,"",0,0,0,,0,0,,,,,,,,,85.5400,65.0000,"01/08/2023","31/12/2025"
"76262-1","Marvel Super Heroes","Miscellaneous",2023,"Captain America's Shield",1,3128,179.99,199.99,259.99,209.99,5702017419787,673419376730,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,172.6400,99.9900,"01/08/2023","31/12/2024"
"76263-1","Marvel Super Heroes","Avengers: Infinity War",2023,"Iron Man Hulkbuster vs. Thanos",2,66,20.99,26.99,29.99,26.99,5702017419794,673419376747,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,12.6400,,"01/08/2023","31/12/2024"
"76264-1","DC Comics Super Heroes","Batman",2023,"Batmobile Pursuit: Batman vs. The Joker",2,54,20.99,26.99,29.99,26.99,5702017419800,673419376754,26.2,14.1,4.8,,"",0,0,0,,0,0,,,,,,,,,17.9900,,"01/08/2023","31/12/2024"
"76265-1","DC Comics Super Heroes","Batman 1989",2023,"Batwing: Batman vs. The Joker",2,357,31.99,37.99,49.99,37.99,5702017419817,673419376761,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,21.3200,,"01/08/2023","31/12/2024"
"76266-1","Marvel Super Heroes","Avengers: Endgame",2023,"Endgame Final Battle",7,794,94.99,99.99,129.99,104.99,5702017419824,673419376778,35.4,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,71.8000,,"01/08/2023","31/12/2024"
"76267-1","Marvel Super Heroes","Seasonal",2023,"Avengers Advent Calendar",7,243,29.99,44.99,59.99,37.99,5702017419848,673419374996,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,29.0500,24.0000,"01/09/2023","31/12/2023"
"76269-1","Marvel Super Heroes","Miscellaneous",2023,"Avengers Tower",32,5201,429.99,499.99,669.99,499.99,5702017419831,673419376785,,,,,"",0,0,0,,0,0,,,,,,,,,557.5700,348.5500,"24/11/2023","31/12/2025"
"76409-1","Harry Potter","House Banners",2023,"Gryffindor House Banner",3,285,29.99,34.99,44.99,34.99,5702017413136,673419375757,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,24.0600,25.0000,"01/03/2023","31/12/2023"
"76410-1","Harry Potter","House Banners",2023,"Slytherin House Banner",3,349,29.99,34.99,44.99,34.99,5702017413143,673419375764,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,29.7100,,"01/03/2023","31/12/2023"
"76411-1","Harry Potter","House Banners",2023,"Ravenclaw House Banner",3,305,29.99,34.99,44.99,34.99,5702017413150,673419375771,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,29.8800,16.0000,"01/03/2023","31/12/2023"
"76412-1","Harry Potter","House Banners",2023,"Hufflepuff House Banner",3,313,29.99,34.99,44.99,34.99,5702017413167,673419375788,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,27.2100,20.0600,"01/03/2023","31/12/2023"
"76413-1","Harry Potter","Deathly Hallows",2023,"Hogwarts: Room of Requirement",5,587,44.99,49.99,64.99,49.99,5702017413174,673419375795,26.2,38.2,7.1,,"",0,0,0,,0,0,,,,,,,,,38.4400,27.0500,"01/03/2023","31/12/2024"
"76414-1","Harry Potter","Prisoner of Azkaban",2023,"Expecto Patronum",2,754,62.99,69.99,89.99,69.99,5702017413181,673419375801,26.2,38.2,7.1,,"",0,0,0,,0,0,,,,,,,,,55.6700,21.2400,"01/06/2023","31/12/2024"
"76415-1","Harry Potter","Deathly Hallows",2023,"The Battle of Hogwarts",6,730,74.99,79.99,99.99,84.99,5702017413198,673419375818,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,61.4800,50.0200,"01/06/2023","31/12/2024"
"76416-1","Harry Potter","Miscellaneous",2023,"Quidditch Trunk",4,599,62.99,67.99,84.99,69.99,5702017413204,673419375849,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,55.6200,,"01/06/2023","31/12/2024"
"76417-1","Harry Potter","General",2023,"Gringotts Wizarding Bank - Collectors' Edition",13,4803,369.99,429.99,559.99,429.99,5702017413211,673419375856,48,52.3,21.8,,"",0,0,0,,0,0,,,,,,,,,406.7700,370.0000,"01/09/2023","31/12/2025"
"76418-1","Harry Potter","Seasonal",2023,"LEGO Harry Potter Advent Calendar",6,227,29.99,44.99,59.99,37.99,5702017417080,673419375887,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,25.6100,,"01/09/2023","31/12/2023"
"76419-1","Harry Potter","Miscellaneous",2023,"Hogwarts Castle and Grounds",1,2660,149.99,169.99,219.99,169.99,5702017413228,673419375863,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,127.5200,106.9800,"01/09/2023","31/12/2025"
"76420-1","Harry Potter","Goblet of Fire",2023,"Triwizard Tournament: The Black Lake",5,349,39.99,44.99,59.99,44.99,5702017413235,673419375870,26.2,28.2,5.9,,"",0,0,0,,0,0,,,,,,,,,36.3600,23.0800,"01/03/2023","31/12/2024"
"76421-1","Harry Potter","Characters",2023,"Dobby the House-Elf",,403,24.99,34.99,44.99,29.99,5702017462455,673419381178,19.1,26.2,7.2,,"",0,0,0,,0,0,,,,,,,,,15.7800,2.5000,"01/06/2023","31/12/2025"
"76422-1","Harry Potter","Half-Blood Prince",2023,"Diagon Alley: Weasleys' Wizard Wheezes",7,834,84.99,89.99,119.99,94.99,5702017434025,673419379274,35.4,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,69.2900,57.6900,"01/06/2023","31/12/2024"
"76423-1","Harry Potter","Philosopher's Stone",2023,"Hogwarts Express & Hogsmeade Station",8,1074,114.99,129.99,169.99,129.99,5702017434032,673419379281,54,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,126.7800,85.4600,"01/06/2023","31/12/2024"
"76914-1","Speed Champions","Ferrari",2023,"Ferrari 812 Competizione",1,261,19.99,24.99,29.99,24.99,5702017424187,673419378635,26.2,14.1,7.2,,"",0,0,0,,0,0,,,,,,,,,16.6800,17.0000,"01/03/2023","31/12/2024"
"76915-1","Speed Champions","Pagani",2023,"Pagani Utopia",1,249,19.99,24.99,29.99,24.99,5702017424194,673419378642,26.2,14.1,7.2,,"",0,0,0,,0,0,,,,,,,,,16.3600,18.0000,"01/03/2023","31/12/2024"
"76916-1","Speed Champions","Porsche",2023,"Porsche 963",1,280,19.99,24.99,29.99,24.99,5702017424200,673419378659,26.2,14.1,7.2,,"",0,0,0,,0,0,,,,,,,,,16.7300,13.9600,"01/03/2023","31/12/2024"
"76917-1","Speed Champions","Nissan",2023,"2 Fast 2 Furious Nissan Skyline GT-R (R34)",1,319,19.99,24.99,29.99,24.99,5702017424217,673419378666,26.2,14.1,7.2,,"",0,0,0,,0,0,,,,,,,,,20.2000,16.7800,"01/01/2023","31/12/2024"
"76918-1","Speed Champions","McLaren",2023,"McLaren Solus GT & McLaren F1 LM",2,581,39.99,34.99,44.99,44.99,5702017424224,673419378673,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,32.1300,19.9500,"01/03/2023","31/12/2024"
"76957-1","Jurassic World","Jurassic Park",2023,"Velociraptor Escape",2,137,31.99,39.99,49.99,37.99,5702017421926,673419377485,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,23.2900,21.1300,"01/06/2023","31/07/2024"
"76958-1","Jurassic World","Jurassic Park",2023,"Dilophosaurus Ambush",1,211,20.99,19.99,24.99,26.99,5702017421933,673419377492,26.2,14.1,9.1,,"",0,0,0,,0,0,,,,,,,,,19.0600,12.0000,"01/06/2023","31/12/2024"
"76959-1","Jurassic World","Jurassic Park",2023,"Triceratops Research",2,281,46.99,49.99,64.99,52.99,5702017421940,673419377508,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,42.2800,27.1700,"01/06/2023","31/12/2024"
"76960-1","Jurassic World","Jurassic Park",2023,"Brachiosaurus Discovery",3,512,74.99,79.99,99.99,84.99,5702017421957,673419377515,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,62.0800,52.0600,"01/06/2023","31/12/2025"
"76961-1","Jurassic World","Jurassic Park",2023,"Visitor Centre: T. rex & Raptor Attack",6,693,114.99,129.99,169.99,129.99,5702017421964,673419377522,54,28.2,7.9,,"",0,0,0,,0,0,,,,,,,,,101.1200,69.2000,"01/06/2023","31/12/2025"
"76990-1","Sonic the Hedgehog","Classic Games",2023,"Sonic's Speed Sphere Challenge",2,292,24.99,34.99,39.99,29.99,5702017419480,673419375993,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,19.0900,,"01/08/2023","31/12/2024"
"76991-1","Sonic the Hedgehog","Classic Games",2023,"Tails' Workshop and Tornado Plane",3,376,37.99,39.99,49.99,42.99,5702017419497,673419376006,26.2,22.2,6.2,,"",0,0,0,,0,0,,,,,,,,,33.9200,,"01/08/2023","31/12/2024"
"76992-1","Sonic the Hedgehog","Classic Games",2023,"Amy's Animal Rescue Island",3,388,46.99,49.99,64.99,52.99,5702017419503,673419376013,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,35.0500,,"01/08/2023","31/12/2024"
"76993-1","Sonic the Hedgehog","Modern Games",2023,"Sonic vs. Dr. Eggman's Death Egg Robot",3,615,57.99,59.99,79.99,64.99,5702017419510,673419376020,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,71.6000,,"01/08/2023","31/12/2024"
"76994-1","Sonic the Hedgehog","Classic Games",2023,"Sonic's Green Hill Zone Loop Challenge",5,802,94.99,99.99,129.99,104.99,5702017419527,673419376037,48,28.2,7.4,,"",0,0,0,,0,0,,,,,,,,,79.9900,,"01/08/2023","31/12/2024"
"77012-1","Indiana Jones","Last Crusade",2023,"Fighter Plane Chase",3,387,29.99,34.99,44.99,34.99,5702017190457,673419361958,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,26.5200,24.5000,"01/04/2023","31/12/2024"
"77013-1","Indiana Jones","Raiders of the Lost Ark",2023,"Escape from the Lost Tomb",4,600,34.99,39.99,49.99,39.99,5702017190464,673419361965,26.2,28.2,9.5,,"",0,0,0,,0,0,,,,,,,,,30.5000,23.2100,"01/04/2023","31/12/2024"
"77014-1","Indiana Jones","Temple of Doom",2023,"The Temple of Doom",,801,,79.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"77015-1","Indiana Jones","Raiders of the Lost Ark",2023,"Temple of the Golden Idol",5,1545,129.99,149.99,199.99,149.99,5702017190488,673419361989,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,118.3500,80.5700,"01/04/2023","31/12/2024"
"80040-1","Monkie Kid","Season 4",2023,"Monkie Kid's Combi Mech",2,277,17.99,19.99,24.99,19.99,5702017412962,673419373715,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,30.2300,19.9900,"01/01/2023","31/12/2025"
"80041-1","Monkie Kid","Season 4",2023,"Mei's Dragon Jet",3,246,17.99,19.99,24.99,19.99,5702017416076,673419373722,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,19.2900,,"01/01/2023","31/12/2024"
"80043-1","Monkie Kid","Season 4",2023,"Yellow Tusk Elephant",5,844,59.99,79.99,99.99,69.99,5702017416083,673419373739,37.8,35.4,7.1,,"",0,0,0,,0,0,,,,,,,,,70.9000,,"01/01/2023","31/12/2024"
"80044-1","Monkie Kid","Season 4",2023,"Monkie Kid's Team Hideout",6,1582,89.99,139.99,179.99,99.99,5702017416090,673419373746,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,115.0800,,"01/01/2023","31/12/2024"
"80045-1","Monkie Kid","Season 4",2023,"Monkey King Ultra Mech",6,1705,119.99,159.99,219.99,139.99,5702017416106,673419374651,37.8,48,9.4,,"",0,0,0,,0,0,,,,,,,,,122.5800,,"01/01/2023","31/12/2025"
"80046-1","Monkie Kid","Season 4",2023,"Monkie Kid's Cloud Airship",4,540,42.99,49.99,64.99,47.99,5702017416113,673419374668,26.2,38.2,7.1,,"",0,0,0,,0,0,,,,,,,,,47.7200,,"01/06/2023","31/12/2024"
"80047-1","Monkie Kid","Season 4",2023,"Mei's Guardian Dragon",4,605,46.99,74.99,99.99,52.99,5702017416120,673419374675,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,52.0000,,"01/06/2023","31/12/2024"
"80048-1","Monkie Kid","Season 4",2023,"The Mighty Azure Lion",5,789,64.99,79.99,99.99,74.99,5702017416137,673419374682,37.8,35.4,7.1,,"",0,0,0,,0,0,,,,,,,,,58.8800,,"01/06/2023","31/12/2024"
"80049-1","Monkie Kid","Season 4",2023,"Dragon of the East Palace",9,2364,169.99,189.99,249.99,189.99,5702017415604,673419374699,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,187.9400,,"01/06/2023","31/12/2024"
"80110-1","Seasonal","Chinese Traditional Festival",2023,"Lunar New Year Display",,872,69.99,89.99,119.99,79.99,5702017415611,673419374705,,,,,"",0,0,0,,0,0,,,,,,,,,66.1500,45.5400,"01/01/2023","31/12/2023"
"80111-1","Seasonal","Chinese Traditional Festival",2023,"Lunar New Year Parade",18,1653,89.99,129.99,169.99,99.99,5702017415628,673419374712,,,,,"",0,0,0,,0,0,,,,,,,,,88.4200,,"01/01/2023","31/12/2023"
"88019-1","Powered Up","",2023,"LEGO USB Power Adapter",,,,34.99,44.99,34.99,5702017462189,673419380614,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"112323-1","Ninjago","Magazine Gift",2023,"Master Wu vs. Ghost Archer",2,12,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.5100,,"",""
"112324-1","Ninjago","Magazine Gift",2023,"Kai vs. Skeleton King",2,14,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.9500,,"",""
"112324-2","Ninjago","Magazine Gift",2023,"Kai vs. Skeleton King",2,14,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.4800,,"",""
"112325-1","Ninjago","Magazine Gift",2023,"Lloyd vs. Bone Warrior",2,14,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.8100,,"",""
"112326-1","Ninjago","Magazine Gift",2023,"Cole vs. Bone Knight",2,15,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.3800,,"",""
"112327-1","Ninjago","Magazine Gift",2023,"Jay vs. Bone Hunter",2,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0300,,"",""
"112328-1","Ninjago","Magazine Gift",2023,"Pixal vs. Viper",2,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.4900,,"",""
"122326-1","Jurassic World","Magazine Gift",2023,"Raptor",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.7700,,"",""
"122327-1","Jurassic World","Magazine Gift",2023,"Baby Raptor",,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.1000,,"",""
"122328-1","Jurassic World","Magazine Gift",2023,"Owen with Jetpack",1,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.1300,,"",""
"122329-1","Jurassic World","Magazine Gift",2023,"Pyroraptor",,71,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.2500,,"",""
"122330-1","Jurassic World","Magazine Gift",2023,"Raptor with Trap",,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.2000,,"",""
"122331-1","Jurassic World","Magazine Gift",2023,"Owen with Swamp Speeder and Raptor",1,26,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.9100,,"",""
"122332-1","Jurassic World","Magazine Gift",2023,"Jetpack-Ranger & Raptor",1,17,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.2100,,"",""
"122333-1","Jurassic World","Magazine Gift",2023,"Owen with Motorcycle",,14,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.7400,,"",""
"122334-1","Jurassic World","Magazine Gift",2023,"Alan with Dino Skeleton",1,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0200,,"",""
"212325-1","DC Comics Super Heroes","Magazine Gift",2023,"Batcycle",,37,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.2800,,"",""
"212326-1","DC Comics Super Heroes","Magazine Gift",2023,"Batman with Jet",1,29,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.9400,,"",""
"212327-1","DC Comics Super Heroes","Magazine Gift",2023,"The Joker",1,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.3200,,"",""
"212328-1","DC Comics Super Heroes","Magazine Gift",2023,"Batmobile Tumbler",,59,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.9400,,"",""
"212329-1","DC Comics Super Heroes","Magazine Gift",2023,"Batwing",,44,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.2500,,"",""
"212330-1","DC Comics Super Heroes","Magazine Gift",2023,"Batman",1,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.0700,,"",""
"242316-1","Marvel Super Heroes","Magazine Gift",2023,"Black Panther with Jet",1,25,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.5000,,"",""
"242317-1","Marvel Super Heroes","Magazine Gift",2023,"Doctor Strange",1,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4800,,"",""
"242318-1","Marvel Super Heroes","Magazine Gift",2023,"Mighty Thor",1,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.8000,,"",""
"242319-1","Marvel Super Heroes","Magazine Gift",2023,"Groot",1,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0400,,"",""
"242320-1","Marvel Super Heroes","Magazine Gift",2023,"Iron Man",1,11,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.1700,,"",""
"242321-1","Marvel Super Heroes","Magazine Gift",2023,"Captain Marvel",1,27,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.1900,,"",""
"472302-1","Duplo","Magazine Gift",2023,"Firefighter",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"552301-1","Dreamzzz","Magazine Gift",2023,"Mateo & Z-Blob",2,18,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.8300,,"",""
"552302-1","Dreamzzz","Magazine Gift",2023,"Cooper with Robo-arms",1,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.5900,,"",""
"562301-1","Friends","Magazine gift",2023,"Cat Tree with Kitten",,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.6600,,"",""
"562302-1","Friends","Magazine gift",2023,"Bunny at Veterinary Station",,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.4700,,"",""
"562303-1","Friends","Magazine gift",2023,"Puppy and Doghouse",,25,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.1700,,"",""
"562304-1","Friends","Magazine gift",2023,"Beach Shop and Dolphin",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.5800,,"",""
"562305-1","Friends","Magazine gift",2023,"Sushi Stall",,38,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.8400,,"",""
"562306-1","Friends","Magazine gift",2023,"Cake Kitchen",,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"662302-1","Minecraft","Magazine Gift",2023,"Cave Explorer, Creeper and Slime",2,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4900,,"",""
"662303-1","Minecraft","Magazine Gift",2023,"Adventurer with Drowned and Axolotl",2,12,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4900,,"",""
"662304-1","Minecraft","Magazine Gift",2023,"Ninja, Zombie and TNT Launcher",2,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.8100,,"",""
"662305-1","Minecraft","Magazine Gift",2023,"Nether Hero and Enderman",2,19,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.6700,,"",""
"662306-1","Minecraft","Magazine Gift",2023,"Pillager with Training Dummy",1,27,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.6000,,"",""
"662307-1","Minecraft","Magazine Gift",2023,"Spider and Skeleton",1,31,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.1700,,"",""
"662308-1","Minecraft","Magazine Gift",2023,"Alex, Baby Llama and Bee",1,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0500,,"",""
"662309-1","Minecraft","Magazine Gift",2023,"Knight with Chest and Anvil",1,17,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.6100,1.5300,"",""
"662317-1","Minecraft","Magazine Gift",2023,"Steve with Diamond Armour",1,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0400,,"",""
"682303-1","Marvel Super Heroes","Magazine Gift",2023,"Miles Morales",1,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.3200,2.8500,"",""
"682304-1","Marvel Super Heroes","Magazine Gift",2023,"Green Goblin",1,19,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.5700,3.7600,"",""
"682305-1","Marvel Super Heroes","Magazine Gift",2023,"Venom",1,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.0600,,"",""
"682306-1","Marvel Super Heroes","Magazine Gift",2023,"Spider-Man",,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2300,,"",""
"854234-1","Gear","Key Chains/Minifigures",2023,"Chili Girl Key Chain",,,4.99,5.99,7.99,5.99,,673419379953,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854236-1","Gear","Key Chains/Star Wars",2023,"Darth Vader Key Chain",,,4.99,5.99,7.99,5.99,,673419379960,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854239-1","Gear","Key Chains/Sonic the Hedgehog",2023,"Sonic the Hedgehog Key Chain",,,4.99,5.99,7.99,5.99,,673419382663,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854240-1","Gear","Key Chains/Marvel Super Heroes",2023,"Iron Man Key Chain",,,4.99,5.99,7.99,5.99,,673419379595,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854241-1","Gear","Key Chains/Marvel Super Heroes",2023,"Scarlet Witch Key Chain",,,4.99,5.99,7.99,5.99,,673419379601,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854242-1","Gear","Key Chains/Minecraft",2023,"Creeper Key Chain",,,4.99,5.99,7.99,5.99,,673419379618,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854243-1","Gear","Key Chains/Minecraft",2023,"Steve Key Chain",,,4.99,5.99,7.99,5.99,,673419379625,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854244-1","Gear","Key Chains/Minecraft",2023,"Piglin Key Chain",,,4.99,5.99,7.99,5.99,,673419379632,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854245-1","Gear","Key Chains/Star Wars",2023,"Fennec Shand Key Chain",,,4.99,5.99,7.99,5.99,,673419379779,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"854246-1","Gear","Key Chains/Star Wars",2023,"Scout Trooper Key Chain",,,4.99,5.99,7.99,5.99,,673419379649,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
